symptoms,nyumc,goviral,fluwatch,hutterite,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.4447179584400418,-0.13928531951913325,-0.18829083401425029,-0.42634075206697997,-2.444027307097619,-1.152214667902892,-2.3152383139115704,-2.163559849810197,-2.0943742520584805,-2.050890941407673,-2.08938071338545,-2.0674912456139922,-2.103136371510617,-2.0192673042015867,-2.085612930226691
fever,0.43601024010992173,0.20320242062294386,0.13141041576589002,0.3321843808828174,2.3207820924946883,1.2452267302370068,2.173554744963929,2.057081869278473,2.0139710243876245,1.9814702433038054,2.0025552572539906,1.9825110497523264,2.0089056041221838,1.9598807261881057,2.001708381633056
sorethroat,-0.11341768441999545,0.07683163555247241,0.061503063405674796,0.22078923853588756,-0.1551878093390101,-0.04126974924968685,-0.08372471156243666,-0.11087494168871798,-0.11324021802390785,-0.10720830749122248,-0.10895603634661372,-0.1081426430265362,-0.1097857230845467,-0.10587628308247687,-0.10921445640344046
cough,0.09367602839601386,0.08870051460963235,0.11558614682223617,0.2993822292404867,1.6692795755408238,0.9705707758085315,1.5573697286825083,1.5194433233171587,1.4751578022167915,1.4511328804722599,1.476506106228166,1.455128286829427,1.4792253216227587,1.43336752767316,1.4704758921757703
muscle,-0.1350033258811272,0.046608650159346995,0.0837831845684072,0.0646298119277544,-0.2950869775095608,-0.12703997820317295,-0.24887465447877682,-0.22183453418306182,-0.20266567055998697,-0.2065398007899537,-0.2095188589426384,-0.20489613004304857,-0.21304634838054476,-0.20301734132750793,-0.20887557826071645
headache,-0.5243766185347325,-0.082000894783752,-0.008212879345314283,0.07337813456387787,-0.38787507258207565,-0.1907757818847162,-0.26829239019722667,-0.29174504465887086,-0.283184729324758,-0.280746222019464,-0.28458106281459294,-0.2809205645713595,-0.28692157133690255,-0.27764772939322435,-0.283772006782671
fatigue,-0.48234835534676224,0.27037322600145486,0.29797589701683125,0.06081228499083102,-0.253637553891096,0.07695271837220274,-0.10706820749305239,-0.13051191041273524,-0.11320752178144933,-0.10667661611834744,-0.11462556100847476,-0.10715767112617142,-0.11682503689348644,-0.09860691360897311,-0.11271796122272286
vomit,-0.13616451217958628,0.09751558302465652,0.17619160358617375,0.09499845856724079,-0.7277085197005868,-0.34827297927150586,-0.6979837014158597,-0.606822413051104,-0.5556095544350613,-0.5601264412430478,-0.5690501954047872,-0.559580628923064,-0.5762847920983842,-0.5468860550105252,-0.5683894896564068
nausea,-0.11310866264093926,-0.2434316489870899,-0.1451035475977467,0.09939007751995048,-0.1616201075662694,-0.1343405645516741,-0.08659479877210602,-0.11843219030825886,-0.12445327023782293,-0.1246729683036824,-0.1231361160539155,-0.12428837937842374,-0.12272453226883567,-0.12616248708945932,-0.12332936227527869
diarrhea,-0.4854980244609446,0.035001443103253926,0.10055933931823863,0.10397090964550194,-2.1615316708772916,-1.3384512708677414,-2.1856864724931455,-2.0996942451065403,-2.0280396240884615,-2.0037019266710074,-2.0380443409739066,-2.021651531720705,-2.043927607866458,-1.9598047173603783,-2.0271580253901025
chills,-0.0747770531626062,0.1620190279056846,0.21964974310650368,0.12015539518895908,0.5805584640052003,0.4903225274005869,0.6604733581634539,0.5946377746407552,0.5662285748710264,0.5693586337849916,0.5745288039357128,0.5755763537362963,0.5769016761469624,0.5625868435293192,0.5740205270604823
sneeze,-0.07892806974686203,0.1133385339367266,0.15420624777920022,0.1064114355825402,-0.3533493999980305,-0.1618983211993875,-0.3681693579477046,-0.34446665601579607,-0.326791110932731,-0.3220755931390467,-0.32974091174925413,-0.32533836353410295,-0.33059814517944575,-0.31083759264577804,-0.32691543504112125
shortness of breath,-0.08332169963116545,-0.14626621799392248,-0.10086021386125996,0.11129260291151553,-0.02768766866110703,-0.0696243346245029,0.07688049055138887,-0.0019701632660026336,-0.03745058971752213,-0.03190174234710416,-0.02770700663256916,-0.025247003040465066,-0.026591841894487933,-0.036655225541051266,-0.027139932976201514
phlegm,-0.08797319393874656,0.05848691427350815,0.09181920893247923,0.2951300809399106,1.11935634488419,0.7898058469962739,1.280140318693564,1.165889588455685,1.1087690697867745,1.0955720386487708,1.1287707939213385,1.1108871488380727,1.1175899749571694,1.0848493683307316,1.1150767807140827
blockednose,-0.0929000524046144,0.13542733055795023,0.15308330766379905,0.10237240257823477,0.02477390557447846,0.06441103523179709,0.02504201572757725,0.029478106939721874,0.034110453845643825,0.03531517289820163,0.03239508927855422,0.03405266032367929,0.03127675724744994,0.03636827906317186,0.033352235461585
earache,-0.09812007270071768,0.06520919166048518,0.08921826810488045,0.1516159166984517,-0.017094217641460317,0.03347043153315367,0.018818097458187914,0.007099344597205466,0.007647019287368349,0.00905370212969526,0.007286312181426128,0.00850181793232565,0.006493804952814851,0.00970679427037413,0.007976294715887042
leg pain,-0.10365278699815979,-0.12642688869347563,-0.11772476064992796,0.15833202392683574,-0.10577393311317815,-0.10688795908083709,-0.023826848095707738,-0.0961505542687586,-0.1128803517821344,-0.12264215825514395,-0.11800543973507971,-0.10859584053141025,-0.11636459383020273,-0.12360894283382551,-0.11496217673774162
runnynose,-0.10951928941465247,0.2743716671864277,0.29174562717370534,0.34200977718759074,1.7166844470808686,1.2891803534324118,1.7833060043716364,1.7081981741019865,1.6888029811092362,1.6814764120729122,1.69010615883073,1.6848077138309983,1.6918397998320045,1.6733934211327772,1.6883825807510289
