symptoms,nyumc,fluwatch,hongkong,hutterite,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.4447179584504197,-0.18829083397700785,0.04846030546874447,-0.42634075206058164,-2.4440273071001912,-1.845091842434661,-1.7923592890092706,-2.0753302381560275,-2.089931495913464,-2.0696325535400875,-2.0830019511367093,-2.081424767291952,-2.0818910902316103,-2.0694697927660632,-2.0787428857173462
fever,0.4360102400993342,0.13141041576366852,0.8557269950530817,0.33218438088053764,2.3207820923912097,1.9494942227946352,1.849007121714525,2.0587778326403794,2.0757431510433713,2.0637419500134593,2.0661789970124227,2.067798311900063,2.065009262578277,2.063590538962278,2.0659100761132905
sorethroat,-0.11341768442513622,0.061503063421392334,0.7193716681348066,0.22078923853577215,-0.15518780933992526,-0.11280300120754783,0.07736429665448852,-0.08029508384261219,-0.08898157273616022,-0.08104491907066505,-0.08303848976388406,-0.08302254367708417,-0.082877108904587,-0.07997104971078517,-0.08279066631764184
cough,0.09367602836520139,0.11558614681242785,0.6577701222937626,0.2993822292333462,1.6692795755670973,1.4816231594348732,1.334256401236431,1.5226406341670748,1.5305722167847298,1.5193230040665626,1.5249598272799698,1.5233507712792476,1.5241283129195216,1.5180898441268553,1.5233372039211193
muscle,-0.1350033258802604,0.08378318451889993,0.3984310224414182,0.06462981192770224,-0.295086977463607,-0.23239788714302367,-0.1096971675141851,-0.19939271910472514,-0.19165462042175135,-0.1947329916360332,-0.19562208506948778,-0.1938129771373187,-0.19799346267484613,-0.1935156218098486,-0.19521378899390845
headache,-0.5243766185361358,-0.008212879345133997,0.40513832163585595,0.07337813456343589,-0.38787507258331466,-0.26722004963495893,-0.12353612883548776,-0.26340170815759284,-0.2630045572634547,-0.2590241968616276,-0.26227607422781496,-0.2606779487688308,-0.26349529358264334,-0.2579217706281361,-0.26140274823247284
fatigue,-0.48234835535042775,0.2979758970187235,0.3914858251304783,0.06081228499413316,-0.25363755389347764,-0.04809968669799547,-0.0036557835967109265,-0.10904817982811693,-0.11019836109053305,-0.10665701522541182,-0.1093761090427228,-0.10871692423397455,-0.10919642624310721,-0.10561165708329989,-0.10840727540583536
vomit,-0.136164512175036,0.17619160358772368,0.44100957323579176,0.09499845856343093,-0.727708519718272,-0.6278227384484112,-0.4396715769869066,-0.5697414623192478,-0.5523675120244393,-0.5588595782697539,-0.5598585524525057,-0.5587612726616289,-0.5574428777444755,-0.5556758832465816,-0.5588979162976186
nausea,-0.1131086626436208,-0.14510354759678892,0.4574289989140417,0.09939007752330868,-0.1616201076931843,-0.0819770506082994,0.02706743401870862,-0.08114589758880142,-0.08433766012101618,-0.07803554322948059,-0.0807856466117125,-0.08110941816073591,-0.08016921529755172,-0.0758983825034445,-0.08023221983386372
diarrhea,-0.4854980244632978,0.10055933932683883,0.4743166597467522,0.10397090963824134,-2.161531670874995,-2.074032728193644,-1.7051432836214455,-2.036528120902399,-2.072848855969406,-2.050957430807553,-2.0547665873209517,-2.0302250718584367,-2.040575844033159,-2.0473121161270407,-2.047758832102841
chills,-0.07477705320353872,0.21964974312067603,0.512432996328082,0.12015539521934135,0.5805584640001388,0.6402963611466173,0.6181214557227063,0.6013504385604019,0.5923951469017347,0.5960562448165665,0.5959635490899221,0.5995542952510937,0.5977094403736216,0.5959126319644482,0.5969652625355443
sneeze,-0.0789280697868469,0.15420624778239023,0.5101979108080886,0.10641143557973164,-0.35334940000493653,-0.31507706794720947,-0.22192154581320722,-0.31181916666235054,-0.32292143303343723,-0.31749295640988723,-0.31740616137214106,-0.3110858979451893,-0.31344911134729797,-0.31611199678255103,-0.3157901804861377
shortness of breath,-0.08332169967377007,-0.10086021386295219,0.5287462001155248,0.11129260290511407,-0.027687668710421248,-0.0488391861138468,0.12031031461970455,-0.016739344014421675,-0.026235374286352142,-0.018269813129296607,-0.01859334208937814,-0.009627864453007423,-0.015097600824446222,-0.01602614102135415,-0.01724185670737141
phlegm,-0.0879731939164766,0.09181920893344894,0.6786216915136878,0.2951300809423391,1.1193563448840191,1.1672497737525465,1.1332948369725788,1.1482166857533738,1.1489413822189665,1.1472441296187177,1.1477354596341,1.1461213362131957,1.1470075221940992,1.147079819561106,1.1474790077420638
blockednose,-0.09290005247589035,0.15308330771043632,0.47639571099749045,0.10237240256288627,0.024773905574392904,0.04432020463760572,0.08503432533464506,0.047727985445281465,0.04639617272006052,0.04766685750339272,0.04689094497717966,0.04937711943611059,0.04864486495296316,0.048712411988496296,0.0479113305980743
earache,-0.09812007265532295,0.08921826810324124,0.5388225389199038,0.15161591670542487,-0.017094217633722802,0.014318969200099571,0.09662562759436447,0.025122989596117615,0.02378094214568298,0.025902563439570276,0.024158273671082343,0.02888238593546188,0.027256720155324658,0.027943213387498892,0.0261406393265767
leg pain,-0.103652787036617,-0.11772476064604318,0.558227652595563,0.1583320239193044,-0.1057739331578944,-0.09942102394444557,0.052898910103540184,-0.09834733540829563,-0.09870156028145272,-0.10063660366011185,-0.10180880953238741,-0.0967055910650707,-0.09410044160009459,-0.09591513571898774,-0.09800580567462702
runnynose,-0.10951928942712703,0.2917456271690216,0.6774427914314645,0.34200977718584846,1.7166844470816824,1.7549898099989107,1.558034505431241,1.6981863967473831,1.6977805480630168,1.698471476667982,1.6979245062499737,1.6968389296033628,1.6973679311792567,1.6979463309469223,1.6978210636381748
