symptoms,goviral,fluwatch,hongkong,hutterite,clinically_collected,individually_reported,health_worker,population
intercept,-0.13836988754796176,-0.18779694651211665,0.03084434781831691,-0.4261607645829487,-2.32911863678409,-0.33595612844489375,-0.6415407124773256,-2.316493675633499
fever,0.20413701801759587,0.13173084930314322,0.8586402458174713,0.333286605563187,2.1987739608292385,0.33198019998060974,0.8947410756363783,2.1820502627381613
sorethroat,0.07700954006697436,0.061443066490725284,0.7204180080455327,0.220058271521994,-0.1767765673972912,0.049980317703371295,0.34012028523281157,-0.1726442662547011
cough,0.08719459156590226,0.11419661463206193,0.6635641896263258,0.30064690015115897,1.665663156400963,0.2266770293260686,0.6519364064435804,1.6494003304154297
muscle,0.046506525632876106,0.08370669246009488,0.39663326229419765,0.06507404805219817,-0.07800287708127443,0.05284027243578008,0.16930049117422677,-0.07540547816303043
headache,-0.08198286064016129,-0.008076186708478053,0.40350901966214214,0.07204326063450078,-0.25212233710396026,-0.06250938739999429,0.14872594985290535,-0.24799666892769456
fatigue,0.2711606651452634,0.2981705517612068,0.39263225546734704,0.061056335763821024,-0.12836006531874933,0.25477793601776866,0.1606873739462398,-0.12384695527036226
vomit,0.09828413495955918,0.17639923636475965,0.4392341436694195,0.09538317986741147,-0.30632239547529877,0.10346662150806299,0.1712070742588044,-0.3001426110709997
nausea,-0.24332697770841072,-0.14522965067674048,0.45581921889806964,0.09980107827384839,-0.11210015649469367,-0.18831801559234085,0.21081600237136647,-0.11021842808743668
diarrhea,0.03412405817763642,0.10072101095227937,0.4729125649576733,0.10440881477034887,-2.463625145449593,-0.09915031964444754,-0.14615512907413192,-2.0256200939891897
chills,0.1620501918881621,0.21893060450385476,0.5113974617311999,0.12011512798773627,0.4925378420860518,0.2095121363562147,0.334033643177306,0.4518177385799237
sneeze,0.11367771934912059,0.1549535400727467,0.5091517159274992,0.10687193191892938,-0.43602117158512743,0.09704303704550306,0.18607699846563006,-0.32340443625956855
shortness of breath,-0.14521484751435376,-0.10091052546021721,0.5277943457059519,0.11178106180718783,-0.2042729978336752,-0.12995170695012498,0.2342726928868134,-0.15171294417955178
phlegm,0.0587130082980957,0.09198057828597006,0.6796570848057126,0.29555383153796577,1.1889016760725473,0.139174139328671,0.5707337077769572,1.0203795114612257
blockednose,0.1358024110159564,0.15264329300193386,0.47477910550546426,0.10174306845435976,0.028423259032337382,0.1374901647704057,0.24424536601663804,0.06280331330132803
earache,0.06545897415802768,0.08936677166924065,0.5387896491132306,0.15210027268665932,-6.7871574157801e-10,0.07290704536106271,0.2940237797341213,0.03971915168573238
leg pain,-0.12526458837192433,-0.11779930459251631,0.5579972458953958,0.1588296082572354,-0.3924199537359898,-0.13399647267557957,0.2595999660948232,-0.2930674615906913
runnynose,0.27440652484720474,0.2929027514357479,0.6730978871715771,0.34252456506707185,1.673678652588949,0.3194444889957015,0.5784531654444585,1.381250630758657
