symptoms,nyumc,goviral,fluwatch,hongkong,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.44471795845194917,-0.13928531951430956,-0.18829083399546875,0.048460305467681764,-2.4440273070988536,-1.1522146678890457,-2.2122911990662724,-2.1211999139993187,-2.0634120187705336,-2.0199685609697062,-2.0578072103502,-2.037014342152241,-2.0707478998761095,-1.989586157132867,-2.052785515313572
fever,0.43601024010518197,0.20320242062305055,0.13141041576651954,0.8557269950530928,2.3207820924926885,1.2452267302271267,2.3038784959932417,2.099329512427496,2.0510482205996885,2.0221979032028568,2.042148262354534,2.0202369628005337,2.0508064668235395,1.9973867985918856,2.04123763044079
sorethroat,-0.1134176844224446,0.07683163555280859,0.061503063406340375,0.7193716681372917,-0.1551878093394511,-0.041269749246619705,0.019109014094664145,-0.07365232490950785,-0.08386399453771906,-0.07559161222382595,-0.07675388229275487,-0.07779045213669267,-0.07708104670612526,-0.0763172290832852,-0.0773078843969351
cough,0.09367602840978595,0.08870051461000872,0.11558614683434876,0.657770122295795,1.669279575542735,0.970570775807912,1.651314509960765,1.5566662181500273,1.5013232665854122,1.4801472240507692,1.5066672464423618,1.4826713549559112,1.5093544186008423,1.4596890571738106,1.4999929386125128
muscle,-0.13500332588382005,0.04660865015974967,0.08378318456913982,0.3984310224416595,-0.2950869774869106,-0.12703997821048454,-0.18094172606986272,-0.19454129448782898,-0.18319560804809587,-0.18592503621452194,-0.18771188974401712,-0.18480777899803408,-0.19097301319470883,-0.1837687359039789,-0.18732018874027095
headache,-0.5243766185379575,-0.08200089477682775,-0.008212879348854132,0.40513832166242825,-0.3878750725834883,-0.19077578188276004,-0.20301653697889402,-0.2656696233839145,-0.26501469950198436,-0.2606221957965756,-0.26362297177302574,-0.26172697382226084,-0.265944896429005,-0.2592625461793358,-0.2631814690518201
fatigue,-0.48234835534883747,0.27037322600105335,0.29797589701929783,0.3914858251231373,-0.25363755389166087,0.07695271837438522,-0.03977643100216302,-0.10387580842695154,-0.09428271564719704,-0.08596927313597558,-0.09304557021587245,-0.08736869375787454,-0.09458782201781557,-0.07958577250015386,-0.0913973646992794
vomit,-0.1361645121722727,0.09751558302494961,0.17619160358560376,0.4410095732736577,-0.7277085196804227,-0.3482729792655936,-0.6365780679547991,-0.5796273989789327,-0.5365313308063278,-0.5419658771192262,-0.5491358152226773,-0.5408158052954231,-0.5558122430196477,-0.5297202071972897,-0.5480559675131436
nausea,-0.11310866264457954,-0.24343164898580877,-0.14510354760133803,0.457428998917168,-0.16162010770126498,-0.1343405645537793,-0.017282921171297882,-0.08678341284300767,-0.10556210381987585,-0.10315205175199918,-0.09925167266905066,-0.10287522100712376,-0.09838081197217835,-0.10804121023417235,-0.10041254670540636
diarrhea,-0.4854980244725464,0.03500144310093278,0.10055933932357752,0.47431665981664634,-2.1615316708819377,-1.338451270855662,-2.167195194653019,-2.0915717064603605,-2.0207526385950407,-1.9988937776073166,-2.032921032106927,-2.015810629616076,-2.0386429910116437,-1.9535244614559546,-2.0207725004876447
chills,-0.0747770532015987,0.16201902789892667,0.21964974310420157,0.5124329963439958,0.5805584640012958,0.49032252639436846,0.7134476430403273,0.6190487246344643,0.5795368600543896,0.5860772021477052,0.5930943142579934,0.5935689465861904,0.5960789780152528,0.5762033596627871,0.5915470064626971
sneeze,-0.07892806971340141,0.11333853393971115,0.15420624778034903,0.5101979108147338,-0.3533493999919494,-0.16189832118864508,-0.32372509363184954,-0.3241449927347654,-0.3139530323994829,-0.30846472503254224,-0.3148371579672067,-0.31038289640110384,-0.31527760323013615,-0.29852242328823175,-0.31206084420382096
shortness of breath,-0.08332169963214163,-0.14626621799273853,-0.10086021385929521,0.5287462001291615,-0.027687668700280766,-0.06962433462729867,0.11973636096027611,0.016931970536610552,-0.0269833885222297,-0.018248411136680773,-0.01168228169399182,-0.010850635110222023,-0.011099477537322322,-0.025882516551070413,-0.012986742390708045
phlegm,-0.08797319394003424,0.058486914273703464,0.0918192089295081,0.6786216915192427,1.1193563448856099,0.7898058469664244,1.3342994775256452,1.1856477029445114,1.121865541861228,1.1126220066233028,1.1502257911770217,1.1304142190863418,1.1351940707149692,1.097649804001511,1.1323470039655124
blockednose,-0.09290005240501996,0.13542733055805323,0.1530833076651576,0.476395711005093,0.024773905573441914,0.06441103528958605,0.0728907576761032,0.05193806562240315,0.04808818131996031,0.050080705052994,0.049969382317586214,0.05053933472501404,0.04864302390187958,0.0498737754983537,0.04982481401159258
earache,-0.09812007267312382,0.06520919166051846,0.08921826810611838,0.5388225388643016,-0.017094217612118528,0.03347043153482034,0.063762359811321,0.028126403470025804,0.020520959645554462,0.022985358762489232,0.023976742176172055,0.024085648810423785,0.022100645821554278,0.02219029049179402,0.023320499419516142
leg pain,-0.1036527870254216,-0.12642688869395102,-0.11772476065372585,0.5582276525983725,-0.1057739331522344,-0.10688795908398291,0.020953588372675115,-0.08237897447911388,-0.10233081818612155,-0.10844568880437543,-0.10112549797092082,-0.09655280198379135,-0.10542140594356672,-0.11205800485964562,-0.10201792095723394
runnynose,-0.10951928941574057,0.2743716673269633,0.29174562717507496,0.6774427914368442,1.7166844470794238,1.2891803536515365,1.8345850133023685,1.7206416748596882,1.7015191221488872,1.6954167519158165,1.7041187738276042,1.6986343533595667,1.7051484582492076,1.687201674268107,1.7017284937795785
