symptoms,nyumc,fluwatch,hongkong,hutterite,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.44471795849874907,-0.1882908340143915,0.04846030546709157,-0.42634075205403177,-2.4440273071071044,-1.8450918424428064,-1.792359289010432,-2.0753302381700536,-2.0899314959033006,-2.0696325535439026,-2.0830019511447597,-2.0814247672985773,-2.0818910902290977,-2.069469792768162,-2.0787428857193833
fever,0.4360102401069519,0.13141041576601037,0.8557269950531821,0.3321843808815969,2.320782092492382,1.9494942228089982,1.8490071216443786,2.0587778326597506,2.0757431510618307,2.063741950022881,2.066178997027905,2.067798311915505,2.0650092625823038,2.0635905389735387,2.0659100761252844
sorethroat,-0.11341768442884792,0.06150306341277345,0.7193716681367524,0.22078923852239288,-0.15518780934055543,-0.11280300123293796,0.07736429664737554,-0.08029508385719031,-0.0889815727384427,-0.081044919082982,-0.08303848977499761,-0.08302254368785056,-0.08287710890688071,-0.07997104971923452,-0.08279066632683427
cough,0.09367602838048517,0.115586146822386,0.6577701222967389,0.2993822292405132,1.669279575473991,1.481623159436587,1.334256401236694,1.5226406341438439,1.530572216745672,1.519323004043725,1.5249598272534337,1.523350771253818,1.524128312879905,1.5180898441005697,1.5233372038912454
muscle,-0.13500332588552053,0.08378318461944984,0.39843102242826517,0.06462981192350799,-0.2950869774637572,-0.2323978871162203,-0.10969716753410255,-0.19939271910446443,-0.19165462039850512,-0.19473299163559132,-0.19562208506669562,-0.19381297710006118,-0.19799346266776846,-0.19351562180649218,-0.1952137889840511
headache,-0.5243766185413627,-0.008212879347954491,0.40513832166177755,0.07337813454468428,-0.38787507258429477,-0.2672200495951542,-0.12353612886114188,-0.26340170815393255,-0.26300455725205685,-0.25902419683629935,-0.26227607422302435,-0.2606779489947447,-0.26349529357045953,-0.25792177062376365,-0.26140274825471754
fatigue,-0.48234835534720766,0.2979758970208272,0.3914858251312958,0.06081228499319269,-0.25363755389133624,-0.04809968669729403,-0.003655785122902988,-0.109048180213494,-0.1101983614780162,-0.10665701565283947,-0.10937610944265055,-0.10871692464669208,-0.10919642665256768,-0.10561165752836787,-0.1084072758156809
vomit,-0.13616451218514658,0.17619160359036862,0.44100957325483664,0.09499845856213118,-0.7277085196819667,-0.6278227384470272,-0.4396715770162854,-0.5697414623071693,-0.552367512002187,-0.5588595782678791,-0.5598585524258969,-0.5587612726571383,-0.5574428777425195,-0.5556758832454354,-0.5588979162878771
nausea,-0.1131086626477282,-0.14510354759569663,0.45742899891587196,0.09939007751469373,-0.16162010756942852,-0.08197705060834093,0.027067434030479592,-0.08114589756040347,-0.08433766008196586,-0.07803554310662084,-0.08078564657255582,-0.08110941812120265,-0.0801692152581352,-0.07589838246062897,-0.08023221978345398
diarrhea,-0.4854980244741256,0.10055933932511635,0.4743166598829209,0.10397090964044041,-2.1615316708750987,-2.074032728194973,-1.7051432836383422,-2.0365281208985317,-2.0728488559693137,-2.050957430811924,-2.05476658732501,-2.0302250718635695,-2.0405758440336847,-2.0473121161365935,-2.0477588321023807
chills,-0.07477705316831232,0.21964974311515006,0.5124329963458409,0.12015539520221269,0.5805584640037955,0.6402963611453775,0.6181214557186173,0.6013504385579993,0.5923951468936606,0.5960562448209292,0.595963553378267,0.5995542952501205,0.5977094403729348,0.595912631964014,0.5969652631542978
sneeze,-0.07892806968100367,0.15420624778264208,0.5101979108267067,0.1064114355808751,-0.3533494000757859,-0.3150770679474749,-0.2219215458156725,-0.3118191666540099,-0.32292143304441534,-0.3174929564307715,-0.31740616139172195,-0.3110858979658502,-0.3134491113651012,-0.31611199690088465,-0.3157901805145002
shortness of breath,-0.08332169963305869,-0.100860213853734,0.5287462001316362,0.11129260290632008,-0.027687668701081438,-0.04883918611387583,0.12031031459410813,-0.016739344009757517,-0.02623537428791245,-0.018269813133556658,-0.018593342090000315,-0.009627864450114515,-0.015097600820012547,-0.016026140932830838,-0.017241856694586
phlegm,-0.08797319390776016,0.09181920892325059,0.6786216915245572,0.2951300809376015,1.1193563448891173,1.1672497737513163,1.1332948369725186,1.1482166857502047,1.1489413822272028,1.1472441296197204,1.1477354596375617,1.1461213362144906,1.147007522192177,1.1470798195500367,1.1474790077409978
blockednose,-0.09290005240458396,0.15308330766685094,0.47639571096712924,0.10237240255971858,0.02477390557489642,0.04432020464533154,0.08503432533708871,0.04772798546014652,0.046396172723722894,0.04766685750905797,0.04689094497870733,0.049377119428407834,0.04864486495934983,0.048712411990014415,0.047911330601855914
earache,-0.09812007270243632,0.08921826810389913,0.5388225388843922,0.15161591669568772,-0.017094217617374147,0.014318969183019937,0.09662562755418659,0.025122989587100478,0.023780942136329697,0.025902563321615866,0.024158273664579875,0.028882385914761995,0.027256720147595455,0.027943213376003494,0.02614063930004432
leg pain,-0.1036527869988599,-0.11772476065209819,0.5582276525977801,0.15833202392434867,-0.10577393311356371,-0.09942102394545604,0.05289891007140646,-0.0983473353973787,-0.09870156027012311,-0.10063660365592395,-0.10180880951399968,-0.09670559105585008,-0.0941004415754226,-0.0959151357143726,-0.09800580566366657
runnynose,-0.10951928938903785,0.29174562717092933,0.6774427914389536,0.3420097771838454,1.716684447077492,1.7549898099990782,1.5580345054243927,1.698186396736905,1.6977805480391792,1.6984714766509916,1.6979245062849506,1.6968389295897772,1.697367931162002,1.697946330927069,1.6978210636314937
