symptoms,nyumc,goviral,hongkong,hutterite,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.44471795845304785,-0.13928531951526257,0.04846030546790958,-0.4263407520541965,-2.444027307145979,-1.8191327893486098,-1.7923592889905349,-2.066238652558039,-2.0828939627333845,-2.0621081095498406,-2.075211410808615,-2.073819925364104,-2.0741803074933665,-2.062157906782244,-2.0710256154559383
fever,0.43601024010486755,0.20320242062303379,0.8557269950541082,0.3321843808826901,2.3207820924935225,1.961683970722404,1.8490071217860335,2.062295560242836,2.0793024642431495,2.0673571335548915,2.0696134160496684,2.0712025656084236,2.0684482576290604,2.067110468000218,2.0694094687502056
sorethroat,-0.11341768442498146,0.07683163555261163,0.7193716681387743,0.22078923852138324,-0.15518780933967324,-0.10716375551933824,0.07736429664527344,-0.07844553122214382,-0.08734330306716148,-0.07937130519504733,-0.08138532949356875,-0.08140617468665634,-0.08121134337002922,-0.07834730540188195,-0.08111671983119716
cough,0.09367602839507905,0.08870051461716488,0.6577701222988122,0.2993822292239993,1.6692795755410104,1.4684696222961326,1.3342564012315754,1.5180558079799096,1.5268509096795828,1.5154438108241604,1.5209602732464962,1.5194867881430283,1.5202152858109508,1.514335315887438,1.5193800189956608
muscle,-0.13500332588207867,0.0466086501544975,0.39843102244187495,0.06462981192329172,-0.2950869774866949,-0.2413346248348998,-0.1096971675157454,-0.202243090274085,-0.1941536761659876,-0.19722377665550428,-0.19830599032626156,-0.19642030319815645,-0.20061831581125977,-0.19605229839106875,-0.197825534455508
headache,-0.52437661853702,-0.08200089478986482,0.4051383216364296,0.07337813452559433,-0.3878750725825184,-0.28656016041822246,-0.1235361288445844,-0.26956344817682243,-0.2684806302892819,-0.2647090515341828,-0.2680106822661963,-0.2662508413539142,-0.2691438510648302,-0.2634380190268897,-0.26708504231532404
fatigue,-0.4823483553403576,0.270373226001445,0.39148582513104024,0.06081228498449298,-0.2536375538904263,-0.05405116181269498,-0.0036557835992519494,-0.11078190185069373,-0.11195042730211568,-0.10843020861407693,-0.11105719390070015,-0.11036031652111983,-0.11094378214830058,-0.107333846135513,-0.11012926467715405
vomit,-0.1361645121805148,0.09751558302455204,0.4410095732362167,0.09499845855987475,-0.7277085196831405,-0.6444478214894407,-0.43967157700551185,-0.5752564850921338,-0.5571926644305042,-0.563583011342988,-0.5648765745842149,-0.5636733428238982,-0.5621834701640267,-0.5603318322630191,-0.5638096127943497
nausea,-0.11310866338984014,-0.24343164898717495,0.4574289989614742,0.0993900775085253,-0.1616201078389172,-0.11006794684557797,0.027067434021468877,-0.09040284659482245,-0.09247413293991047,-0.08626500423091499,-0.08914873266836554,-0.08925516785584975,-0.08848941060697396,-0.08385732971113846,-0.08857409469349982
diarrhea,-0.48549802450618884,0.03500144310353326,0.47431665974912984,0.10397090963777895,-2.1615316708945502,-2.0791613689459165,-1.7051432836284832,-2.0379525511041643,-2.0742995606316477,-2.052439976322719,-2.0562565021052,-2.0317070382374074,-2.0420004077165026,-2.048780647223836,-2.0492180440808707
chills,-0.07477705316759349,0.16201902842310828,0.5124329963408106,0.12015539519971719,0.5805584640057176,0.6280693610051105,0.6181214557231841,0.5971551097796899,0.5888398076184538,0.5924424808608668,0.592262808481563,0.5959198753147399,0.5940266709244002,0.5924610402451346,0.593274943008802
sneeze,-0.07892806982494718,0.11333853396092766,0.5101979108213641,0.10641143557820626,-0.35334940019611066,-0.3213619877426229,-0.22192154583325494,-0.31387551240407674,-0.32475779949835915,-0.31933960728149463,-0.3192984671967426,-0.3129506665015964,-0.3153038730237979,-0.3178992659253595,-0.31766730876833194
shortness of breath,-0.08332169971263095,-0.1462662180034794,0.5287462001193204,0.1112926029000269,-0.02768766871392394,-0.05596575884678906,0.12031031461569801,-0.019142574733139572,-0.02831476715047332,-0.020348713020376386,-0.020687398036154745,-0.011749515279989187,-0.017181471582249697,-0.018072204141622826,-0.01937168452811755
phlegm,-0.08797319402311565,0.05848691429862873,0.6786216915163067,0.29513008093390275,1.1193563448783586,1.160591956420449,1.133294836977904,1.1455522958284372,1.1469508998362448,1.145278496291902,1.1455031604808694,1.1441141856860058,1.1449419637153009,1.1451754074829223,1.1453599775075027
blockednose,-0.09290005245983601,0.13542733058265763,0.4763957109607948,0.10237240256358837,0.024773905579853903,0.04192746217488366,0.08503432532925187,0.04681412301585096,0.0456863894948916,0.04696139757687767,0.04610901580135118,0.0486568320351151,0.047806385388441286,0.04802596327249142,0.047146184369297205
earache,-0.09812007276001654,0.0652091916813987,0.5388225389196423,0.15161591669233765,-0.017094217602460198,0.010591017654847068,0.09662562757636305,0.02373251794805843,0.022675704739064915,0.024807635417371163,0.02295171169733879,0.027760406758649048,0.025956327386377032,0.02686930757309262,0.024955975802317218
leg pain,-0.10365278708861958,-0.12642688868233998,0.5582276525948219,0.15833202392089213,-0.10577393315952202,-0.09883120505706894,0.05289891010986047,-0.09799855646737357,-0.09846057684635268,-0.10046170690670769,-0.10160228013500533,-0.09636954742884107,-0.09387768529046611,-0.09574816906164013,-0.09776782999884431
runnynose,-0.10951928943063159,0.27437166751011544,0.6774427914377521,0.3420097771790198,1.7166844470887586,1.750598243796408,1.5580345054375497,1.6949345314852862,1.6946772712282219,1.6950479108166672,1.694704026354051,1.6935750290396487,1.6940945264566207,1.694476147182255,1.6945164462982436
