symptoms,nyumc,goviral,hongkong,hutterite,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.4447179584507994,-0.13928531951431578,0.048460305467552534,-0.4263407520541965,-2.4440273070983447,-1.8191327894246543,-1.792359289027546,-2.066238652583799,-2.0828939627494614,-2.0621081095671663,-2.0752114108266007,-2.0738199253827405,-2.0741803074765466,-2.0621579068006057,-2.0710256154699698
fever,0.43601024011057987,0.20320242062335214,0.8557269950531781,0.33218438088043695,2.3207820924934968,1.9616839707644,1.8490071216456436,2.062295560221891,2.07930246419073,2.0673571335283727,2.0696134160246396,2.071202565583785,2.06844825760205,2.0671104679709624,2.06940946872294
sorethroat,-0.11341768442081435,0.07683163555117123,0.7193716681381408,0.22078923852016136,-0.1551878093391601,-0.10716375552363291,0.0773642966585043,-0.07844553122172143,-0.08734330306453161,-0.07937130544629005,-0.08138532949122174,-0.08140617468462652,-0.08121134336753966,-0.07834730539966661,-0.08111671986205639
cough,0.09367602839593303,0.08870051460251305,0.6577701222953909,0.2993822292394242,1.6692795755397078,1.468469622317259,1.3342564012371185,1.5180558079908177,1.5268509096928247,1.515443810833478,1.5209602732537468,1.51948678815069,1.520215285818535,1.5143353158953534,1.519380019004324
muscle,-0.13500332588550304,0.04660865016479275,0.3984310224417208,0.0646298119270992,-0.29508697748722734,-0.24133462483715074,-0.10969716751389172,-0.2022430902784122,-0.1941536761658757,-0.1972237766560987,-0.19830599032651347,-0.19642030316193454,-0.20061831583768852,-0.1960522983897811,-0.1978255344550119
headache,-0.5243766185362277,-0.08200089479008336,0.40513832163620744,0.07337813454471559,-0.38787507258316856,-0.2865601604019019,-0.12353612883850806,-0.26956344817073047,-0.2684806303039231,-0.2647090515281579,-0.2680106822871178,-0.2662508413479554,-0.2691438510589115,-0.26343801902019875,-0.26708504231654584
fatigue,-0.48234835533937614,0.2703732260011501,0.3914858251306707,0.06081228498962166,-0.25363755389012343,-0.05405116181883929,-0.0036557835973645147,-0.11078190185661033,-0.11195042730062565,-0.10843020861391417,-0.11105719390156005,-0.11036031652266448,-0.11094378214950018,-0.10733384613733765,-0.11012926467917739
vomit,-0.13616451217227077,0.09751558302444058,0.44100957325433593,0.09499845855825274,-0.7277085196800428,-0.6444478215019946,-0.4396715769992897,-0.5752564850968834,-0.5571926644307189,-0.5635830113440459,-0.564876574585239,-0.563673342823461,-0.5621834701754445,-0.5603318322654762,-0.5638096127970789
nausea,-0.11310866338934387,-0.24343164898720626,0.45742899891534095,0.09939007751408632,-0.1616201078396557,-0.11006794684240362,0.027067434019922582,-0.09040284661963749,-0.0924741329384543,-0.0862650042310638,-0.089148732668213,-0.08925516785514409,-0.08848941060713844,-0.08385732971233484,-0.0885740946944116
diarrhea,-0.4854980245016387,0.03500144310568709,0.474316659747731,0.10397090964683486,-2.1615316708902217,-2.0791613689699338,-1.7051432836129687,-2.0379525511147083,-2.074299560643155,-2.0524399763255303,-2.0562565021071646,-2.031707038242144,-2.0420004077194616,-2.0487806472172725,-2.0492180440842405
chills,-0.07477705320361637,0.16201902736124396,0.51243299634903,0.12015539518682553,0.580558463996973,0.6280693608086048,0.6181214557200043,0.5971551097136907,0.5888398075500213,0.5924424807972304,0.5922628086595367,0.595919875259618,0.594026670850187,0.592461040185903,0.593274942980561
sneeze,-0.07892806975286647,0.11333853391157665,0.5101979108202691,0.10641143558354771,-0.35334939999992027,-0.32136198775759284,-0.2219215458082407,-0.31387551237468986,-0.3247577994484282,-0.31933960722295945,-0.31929846713846166,-0.31295066644522096,-0.31530387296650775,-0.31789926576704686,-0.3176673087012274
shortness of breath,-0.08332169963888633,-0.1462662180024198,0.528746200131994,0.11129260290189366,-0.02768766869946691,-0.055965758847272895,0.12031031462580705,-0.019142574730980688,-0.028314767140015684,-0.020348712913721964,-0.020687398029949566,-0.01174951526684051,-0.017181471576175777,-0.018072204134508232,-0.01937168450876725
phlegm,-0.08797319394937371,0.058486914251952626,0.678621691518405,0.29513008093647025,1.1193563448863657,1.1605919564257625,1.1332948369680074,1.1455522958324489,1.1469508998451718,1.1452784962930642,1.1455031604797474,1.1441141856858859,1.1449419637190679,1.1451754074837168,1.1453599775098413
blockednose,-0.09290005244882903,0.13542733053120307,0.4763957110009645,0.10237240255596047,0.024773905580256782,0.04192746218190621,0.08503432533412986,0.04681412301818323,0.04568638950215461,0.04696139757173956,0.04610901580455762,0.048656832027465416,0.04780638540509685,0.04802596327462072,0.047146184309685854
earache,-0.09812007268884151,0.06520919163745315,0.5388225389026031,0.15161591669101218,-0.01709421763948009,0.010591017664488549,0.09662562756166042,0.02373251793416133,0.022675704737516195,0.02480763545916574,0.022951711682396066,0.02776040674555177,0.025956327368399194,0.02686930756125958,0.024955975797273062
leg pain,-0.10365278701689985,-0.12642688870314567,0.5582276525992594,0.15833202391898663,-0.10577393307196922,-0.09883120506043436,0.052898910108610614,-0.09799855645101765,-0.09846057682637421,-0.10046170674649597,-0.10160228010631336,-0.0963695474176709,-0.0938776852838501,-0.0957481683163785,-0.09776782984780896
runnynose,-0.10951928946292018,0.27437166728317597,0.6774427914381911,0.3420097771804371,1.716684447088363,1.7505982438006162,1.5580345054236924,1.6949345314946012,1.6946772712395466,1.6950479108277343,1.694704026364638,1.6935750290475502,1.6940945264665859,1.6944761471823633,1.6945164463064557
