symptoms,nyumc,goviral,fluwatch,hongkong,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.4447179584979839,-0.1392853195153243,-0.1882908340142726,0.048460305467552534,-2.444027307201526,-1.1522146678629084,-2.212291199068524,-2.1211999140220845,-2.063412018795354,-2.019968560981627,-2.057807211288445,-2.0370143421770286,-2.0707478999035915,-1.9895861571567175,-2.0527855154674013
fever,0.43601024010692324,0.20320242062492555,0.13141041576924015,0.8557269950531201,2.3207820924950817,1.24522673020792,2.303878495986721,2.099329512422044,2.0510482205939615,2.02219790317681,2.0421482623685656,2.020236962792994,2.0508064668183605,1.9973867985877347,2.041237630434849
sorethroat,-0.1134176844242496,0.0768316355539963,0.06150306340573042,0.7193716681367524,-0.1551878093391481,-0.041269749248751535,0.01910901409419763,-0.0736523249059311,-0.08386399455781055,-0.07559161222445737,-0.07675388229189994,-0.07779045213742919,-0.07708104670586902,-0.0763172290857963,-0.07730788439545358
cough,0.093676028380691,0.08870051460300421,0.11558614683396923,0.6577701222953405,1.6692795756020318,0.9705707757911131,1.6513145099528228,1.5566662181629791,1.5013232665976384,1.4801472240549565,1.5066672465177757,1.4826713549653938,1.509354418597297,1.4596890571832635,1.4999929386302941
muscle,-0.13500332588115296,0.04660865016474415,0.08378318451750277,0.39843102244153145,-0.29508697751004,-0.12703997821106366,-0.18094172607024975,-0.19454129449322932,-0.18319560805422608,-0.18592503622076473,-0.18771188975302477,-0.18480777900517814,-0.19097301317241588,-0.1837687359102158,-0.18732018874243286
headache,-0.5243766185406442,-0.08200089478967887,-0.00821287935642187,0.4051383216622704,-0.3878750725839395,-0.19077578188621425,-0.20301653712552856,-0.26566962344187356,-0.265014699543062,-0.26062219586841134,-0.2636229717930342,-0.2617269738659163,-0.2659448964769159,-0.259262546222627,-0.2631814691000853
fatigue,-0.4823483553462733,0.27037322601828206,0.29797589701543675,0.39148582512290436,-0.2536375538916542,0.07695271838145168,-0.039776431003037904,-0.10387580842403552,-0.09428271564325086,-0.0859692731319146,-0.09304557024835902,-0.08736869375601836,-0.09458782201023097,-0.07958577250002519,-0.0913973647012995
vomit,-0.13616451217525527,0.09751558302569413,0.1761916035869124,0.4410095732737859,-0.7277085197030411,-0.3482729792577302,-0.6365780679578664,-0.5796273989871045,-0.5365313308110331,-0.5419658771209812,-0.5491358152065235,-0.5408158053067376,-0.5558122430189203,-0.5297202072016778,-0.5480559675162506
nausea,-0.11310866264565875,-0.2434316489872213,-0.1451035476114337,0.4574289989637712,-0.16162010769773336,-0.13434056455730348,-0.017282921162051997,-0.08678341283601704,-0.10556210381583209,-0.10315205184151856,-0.0992516726634225,-0.1028752210002013,-0.09838081196733156,-0.10804121023131952,-0.10041254671116587
diarrhea,-0.48549802446580603,0.03500144310613751,0.10055933931582477,0.4743166598185749,-2.1615316708871695,-1.3384512708374372,-2.1671951946553927,-2.091571706461975,-2.020752638574969,-1.9988937775921296,-2.0329210321286753,-2.015810629645364,-2.038642991008181,-1.953524461454874,-2.020772500490832
chills,-0.07477705320369331,0.16201902840872223,0.21964974310968768,0.5124329963559509,0.5805584640002778,0.4903225275123716,0.7134476430418867,0.6190487247899625,0.5795368603028166,0.5860772024286833,0.5930943145395237,0.593568946862242,0.5960789782785747,0.576203359713304,0.5915470066883528
sneeze,-0.07892806978873712,0.11333853396125024,0.15420624777760056,0.5101979108274379,-0.3533494000070261,-0.1618983211879869,-0.3237250939704153,-0.3241449928979068,-0.3139530324726878,-0.3084647251415548,-0.31483715810064516,-0.3103828965314579,-0.3152776033550863,-0.29852242338324475,-0.31206084432199893
shortness of breath,-0.08332169960528618,-0.14626621800375073,-0.10086021386952276,0.5287462001254919,-0.027687668654990037,-0.06962433462921525,0.1197363609292907,0.016931970543011376,-0.026983388510090744,-0.018248411213477804,-0.01168228169834064,-0.010850635117708618,-0.011099477532968582,-0.02588251639768529,-0.012986742287410674
phlegm,-0.0879731939124222,0.05848691430376817,0.09181920892108938,0.6786216915247132,1.1193563448941748,0.7898058469856588,1.3342994775503145,1.185647702962488,1.12186554187692,1.1126220066380035,1.1502257912168536,1.1304142191041215,1.135194070726794,1.097649804013664,1.1323470039850967
blockednose,-0.09290005240980946,0.1354273305893484,0.15308330766082154,0.4763957110083568,0.024773905589342907,0.06441103523901906,0.07289075767360925,0.051938065622093535,0.048088181318004235,0.05008070502412332,0.04996938231538067,0.05053933470081641,0.04864302389919106,0.049873775491741656,0.04982481400174129
earache,-0.09812007264916288,0.06520919168228062,0.0892182680973496,0.5388225388890648,-0.01709421763228356,0.03347043153702624,0.06376235982166699,0.028126403471545897,0.02052095964368349,0.022985358646303047,0.023976742173676405,0.024085648808437207,0.022100645821656596,0.022190290489743202,0.023320499401072472
leg pain,-0.10365278702928213,-0.12642688870092866,-0.11772476065584049,0.5582276526045244,-0.10577393311612204,-0.10688795908425375,0.020953588372594752,-0.08237897445599349,-0.1023308181732645,-0.10844568879364914,-0.10112549794222261,-0.09655280199969107,-0.10542140592689839,-0.11205800481821024,-0.10201792094419221
runnynose,-0.10951928941952684,0.27437166722919304,0.2917456271788592,0.677442791445015,1.7166844470871323,1.2891803536534026,1.8345850133065318,1.7206416748731346,1.7015191221776225,1.6954167519207828,1.7041187738988939,1.698634353413942,1.705148458265983,1.687201674276583,1.7017284938160155
