symptoms,goviral,fluwatch,hongkong,hutterite,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.13836988754796176,-0.18779694651236656,0.030844347817492235,-0.4261607645827316,-2.906814670699382,-1.1512370721032952,-1.7958605548708781,-2.0701725532724238,-2.0682592942408786,-2.0413792679265557,-2.1072805312085516,-2.076364182887026,-2.1040527072622006,-1.995266052083005,-2.06806023109598
fever,0.20413701801875583,0.13173084930402346,0.8586402458174189,0.3332866055649783,2.7716699544526677,1.2465864079170648,1.8493527348682945,2.0083155683250205,2.0437783295596788,2.0307370346819553,2.041785077194381,2.03329349345477,2.0381755180301644,1.9779467408212996,2.0255535307156642
sorethroat,0.07700954006693284,0.061443066490614706,0.7204180080410023,0.22005827152132953,-0.161842935718707,-0.04124810994165732,0.074922247440801,-0.05217921748323073,-0.07080226528405523,-0.06461179905214723,-0.06585959668109448,-0.06638663552106727,-0.06685810244337498,-0.06331848843218113,-0.06433937504744586
cough,0.08719459156615006,0.11419661463194436,0.6635641896260143,0.30064690015051826,2.0326164639729365,0.9672102416313191,1.3346904114831855,1.5082077199624462,1.5026712802864761,1.4950507989349864,1.530206577297628,1.5005961115500759,1.5221241028050496,1.4619158740614138,1.5034821526371627
muscle,0.04650652563266522,0.0837066924597904,0.3966332622937981,0.06507404805327464,-0.3347649085738873,-0.1270000040508926,-0.10979145711814275,-0.1686577822587286,-0.1703329772458183,-0.17756075521595105,-0.18151342657919226,-0.1758139131324034,-0.18205169848626712,-0.1714528964241706,-0.17543770701834993
headache,-0.08198286064072621,-0.008076186709917596,0.4035090196615272,0.07204326063442928,-0.35793746734967113,-0.19053695711100835,-0.12391830679287147,-0.22255057542637996,-0.22992419193171376,-0.23112206504076344,-0.2362205714439297,-0.23190672972715598,-0.23483653899941903,-0.22670764540875377,-0.23058020643161153
fatigue,0.2711606651461218,0.2981705517619938,0.39263225546759734,0.061056335764083536,-0.20869606886664682,0.07594839138320442,-0.0032142280930964606,-0.06551534391355102,-0.06605171901731866,-0.06341760309838484,-0.07220482342067328,-0.06519898684866593,-0.07239228663127883,-0.05332489002446483,-0.06557203247733889
vomit,0.09828413495965199,0.1763992363679377,0.4392341436690012,0.09538317986709473,-0.8701637336266308,-0.34737669879962946,-0.43764416497399455,-0.5139024342389106,-0.5102877122081539,-0.523838693813294,-0.5361640650891782,-0.5284703608646466,-0.5210719303803644,-0.5072188095134198,-0.5204528759582138
nausea,-0.24332697770799677,-0.14522965067788834,0.4558192188976097,0.09980107827198409,-0.1777651118616414,-0.13611741112209885,0.027109061264897982,-0.08173840931202736,-0.09624291163109377,-0.09686481219641842,-0.09821987794672848,-0.09055605526675192,-0.09277617476868133,-0.11452542855364811,-0.095839237506019
diarrhea,0.03412405817750752,0.10072101095138278,0.4729125649574739,0.1044088147702985,-2.6120852995021573,-1.337692133119572,-1.6967367010153116,-1.9469561779578686,-1.9807576121471522,-1.9960226918465964,-2.024733009652638,-1.9293423942123775,-1.9711127625604843,-1.9197188560498002,-1.9688311339844269
chills,0.16205019188169906,0.21893060450397908,0.511397461730893,0.12011512798743927,0.742849107385089,0.49040283109711336,0.6184270188666846,0.6022827815380709,0.5922116058994293,0.6049337376543826,0.6081101262917006,0.598731609841417,0.6007791008981506,0.5911446143991586,0.60006051054928
sneeze,0.11367771934731223,0.15495354007280676,0.5091517159272011,0.10687193191942918,-0.42013341802345994,-0.16282696551146417,-0.2206006412213941,-0.2847314422415861,-0.2963127361977912,-0.2987153864034681,-0.30679073445581684,-0.28320976315993107,-0.29109743285000167,-0.2825113460862219,-0.29183008264070576
shortness of breath,-0.1452148475143843,-0.10091052546101606,0.5277943457055629,0.11178106180709653,-0.012673121094345418,-0.06909702624554098,0.12004866555024839,0.005820674136909121,-0.02058458527029594,-0.017047546942931334,-0.014820039913586575,-0.003430795127101871,-0.009963992303780977,-0.018416864476103877,-0.011459206886432816
phlegm,0.058713008297976606,0.09198057828693983,0.6796570848039991,0.2955538315382742,1.395775478365527,0.7896618873325763,1.1330024971388761,1.1302047275181022,1.1238754450861876,1.1356150935491773,1.146684920118033,1.122272508853487,1.1239071441644823,1.1063709336768472,1.1273249008688462
blockednose,0.13580241101763482,0.15264329300161403,0.47477910550492275,0.10174306845435976,0.07457262046966327,0.0642791252382465,0.0849698697805728,0.07025264907124311,0.06647795816782293,0.06859278707108729,0.06888706858228158,0.07008168167409318,0.06970489079067044,0.06834081443216156,0.06897369341699086
earache,0.0654589741577923,0.08936677167105399,0.5387896491134788,0.1521002726857363,-1.803478469680154e-08,0.033609952085419545,0.0973694411971554,0.05220812795273191,0.03916501759115042,0.03703826416240285,0.039907690472712844,0.045399807299821404,0.0521445781552195,0.04314700181435177,0.04414074310812487
leg pain,-0.12526458837192433,-0.11779930459261541,0.5579972458899564,0.1588296082571809,-0.09404547875179098,-0.10632027309083947,0.05322973841749348,-0.07840274078806794,-0.08074485884557459,-0.09848636204041178,-0.09885596293756457,-0.07787728813622596,-0.07993872119728773,-0.09083936395185757,-0.08538204073503375
runnynose,0.2744065248466987,0.29290275143547506,0.6730978871708242,0.3425245650670511,2.0117447394773564,1.2889223510958816,1.5566650518529137,1.6049801421811072,1.6111915411415911,1.6097257562691407,1.6214322118529894,1.6075132780764512,1.613310042141419,1.5975583266153028,1.6097169518660512
