symptoms,goviral,fluwatch,hongkong,hutterite,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.13836988754796176,-0.18779694651209533,0.03084434781774359,-0.4261607645839364,-2.9068146706993674,-1.1512370721037888,-1.7958605548711057,-2.070172553272623,-2.0682592942411557,-2.041379267926921,-2.1072805312087683,-2.0763641828871306,-2.104052707262287,-1.995266052083284,-2.0680602309758296
fever,0.20413701801638817,0.1317308493040466,0.8586402458176132,0.3332866055635378,2.7716699544526677,1.2465864079164655,1.8493527348679866,2.008315568324785,2.043778329558907,2.030737034681678,2.041785077194235,2.0332934934544173,2.038175518029682,1.9779467408212996,2.02555353074561
sorethroat,0.07700954006704752,0.061443066490857734,0.7204180080446518,0.2200582715212176,-0.16184293571877528,-0.04124810993737729,0.0749222474414708,-0.05217921748224641,-0.07080226528282041,-0.06461179905074224,-0.0658595966820717,-0.06638663551971413,-0.06685810244202928,-0.06331848843057652,-0.06433937503360349
cough,0.08719459156589282,0.11419661463213893,0.6635641896260831,0.3006469001519018,2.032616463972852,0.9672102416315409,1.3346904114835612,1.5082077199625206,1.5026712802866782,1.4950507989347324,1.5302065772977045,1.5005961115501605,1.5221241028049364,1.4619158740609564,1.5034821525830895
muscle,0.046506525633165915,0.08370669245979802,0.39663326229414037,0.0650740480513148,-0.3347649085738613,-0.12700000405079764,-0.10979145711850113,-0.16865778225975228,-0.17033297724590812,-0.17756075521609782,-0.18151342657919012,-0.1758139131324034,-0.18205169848635133,-0.17145289642428696,-0.17543770703394698
headache,-0.08198286063962909,-0.008076186707025534,0.4035090196619394,0.07204326063447619,-0.35793746734961474,-0.19053695710990562,-0.12391830679250213,-0.22255057542594692,-0.22992419193131908,-0.23112206503992172,-0.2362205714435522,-0.2319067297267393,-0.2348365389989959,-0.22670764540817256,-0.2305802064351342
fatigue,0.271160665146028,0.29817055176133284,0.392632255467579,0.06105633576488184,-0.20869606886664682,0.07594839138296261,-0.0032142280929041978,-0.06551534391353522,-0.06605171901732587,-0.0634176030983904,-0.07220482342066564,-0.06519898684866854,-0.07239228663128394,-0.05332489002446483,-0.06557203246281147
vomit,0.09828413495961386,0.17639923636807334,0.43923414366934144,0.09538317986897553,-0.8701637336266181,-0.34737669880015437,-0.4376441649735704,-0.5139024342389068,-0.5102877122082095,-0.523838693813309,-0.5361640650891948,-0.5284703608649219,-0.5210719303802835,-0.507218809513466,-0.5204528759851442
nausea,-0.2433269777079744,-0.14522965067764934,0.45581921889781196,0.0998010782728998,-0.1777651118616323,-0.1361174111220631,0.027109061264909966,-0.08173840931189746,-0.09624291163115029,-0.0968659498036169,-0.09821987794672848,-0.09055605526737143,-0.09277617476864225,-0.11452542855322623,-0.09583940832216632
diarrhea,0.034124058177575356,0.10072101095154827,0.47291256495758743,0.10440881477031545,-2.6120852995021573,-1.3376921331197695,-1.6967367010154581,-1.9469561779582254,-1.9807576121473331,-1.9960226934990821,-2.0247330096529295,-1.9293423942124495,-1.9711127625604816,-1.919718856049956,-1.9688311342464484
chills,0.1620501918818261,0.21893060450412014,0.5113974617312408,0.12011512798773841,0.7428491073850236,0.4904028310972438,0.6184270188669088,0.602282781538165,0.5922116058994352,0.6049337378114998,0.6081101262917622,0.5987316098414552,0.6007791008982187,0.5911446143992567,0.6000605105490158
sneeze,0.11367771934881421,0.15495354007493894,0.5091517159273417,0.1068719319174547,-0.42013341802347254,-0.1628269655106612,-0.2206006412216887,-0.28473144224155744,-0.29631273619767773,-0.29871538683236815,-0.3067907344558365,-0.28320976315958446,-0.29109743284985656,-0.28251134608610595,-0.2918300827085028
shortness of breath,-0.14521484751427427,-0.10091052545936274,0.5277943457058445,0.11178106180931056,-0.012673121096093047,-0.06909702624511688,0.12004866555049964,0.00582067413665871,-0.020584585270548184,-0.01704754738239522,-0.014820039912086072,-0.0034307951273167825,-0.009963992304011293,-0.01841686447609072,-0.011459207011051464
phlegm,0.05871300829781066,0.09198057828722536,0.6796570848043073,0.295553831538356,1.3957754783654999,0.7896618873327266,1.1330024971388772,1.130204727518126,1.1238754450861876,1.1356150939343772,1.1466849201180014,1.1222725088537413,1.1239071441645136,1.1063709336769192,1.1273249008543902
blockednose,0.1358024110155723,0.15264329300184135,0.47477910550530517,0.10174306845435976,0.0745726204694588,0.06427912523784635,0.0849698697815302,0.07025264907161312,0.06647795816801977,0.06859278702237448,0.06888706858245097,0.07008168167430566,0.06970489079096376,0.06834081443229278,0.06897369340062787
earache,0.06545897415789294,0.08936677166961954,0.5387896491136831,0.15210027268584925,-2.9592309974914005e-09,0.033609952085039606,0.0973694411971554,0.05220813087616824,0.03916502124505993,0.037038268460856415,0.039907694674135845,0.04539981095011603,0.05214458086424304,0.043147005080593444,0.044140746621935394
leg pain,-0.12526458837192433,-0.11779930459218753,0.5579972458899857,0.15882960825719702,-0.0940454787518478,-0.10632027309051212,0.05322973841770763,-0.07840274075997014,-0.08074485880037807,-0.09848636257486301,-0.0988559629267637,-0.07787728809288352,-0.07993872117045953,-0.0908393639460911,-0.08538204151431517
runnynose,0.27440652484664374,0.29290275143570593,0.6730978871710995,0.3425245650671418,2.0117447394773293,1.288922351096018,1.5566650518529044,1.6049801421883003,1.6111915411358952,1.609725769280046,1.6214322118364977,1.6075132780736343,1.613310042150867,1.5975583266148317,1.6097169548462447
