symptoms,nyumc,goviral,fluwatch,hongkong,clinically_collected,individually_reported,health_worker,female,male,age 0-4,age 5-15,age 16-44,age 45-64,age 65+,population
intercept,-0.4447179584979839,-0.13928531951539314,-0.18829083399560997,0.048460305467894926,-2.444027307106395,-1.1522146678893606,-2.212291199060141,-2.1211999140001767,-2.0634120187653795,-2.0199685609645,-2.0578072112607333,-2.0370143421539595,-2.0707478998705082,-1.9895861571331919,-2.0527855154464767
fever,0.4360102401014796,0.20320242062169092,0.13141041576631826,0.8557269950531345,2.3207820923888267,1.2452267302276014,2.3038784959853533,2.0993295123935107,2.0510482205682328,2.0221979031620854,2.042148262314088,2.02023696276706,2.050806466784703,1.9973867985625238,2.041237630404613
sorethroat,-0.11341768442659128,0.07683163554952743,0.06150306342071654,0.7193716681362505,-0.1551878093401129,-0.04126974924536492,0.019109014094519927,-0.07365232490702761,-0.08386399455860805,-0.07559161209880091,-0.07675388229331909,-0.07779045213663027,-0.07708104670475524,-0.07631722908343586,-0.07730788437811537
cough,0.09367602837990519,0.0887005146025508,0.11558614683493473,0.6577701222938142,1.6692795755364294,0.9705707758102958,1.6513145099603455,1.5566662179251276,1.5013232665789102,1.4801472240452918,1.5066672464550535,1.4826713549545305,1.5093544185871532,1.45968905716862,1.4999929385773374
muscle,-0.1350033258817551,0.04660865016452338,0.08378318462078148,0.3984310224280539,-0.29508697748662316,-0.1270399781868379,-0.18094172607263057,-0.19454129448434915,-0.18319560804236196,-0.18592503620852918,-0.1877118897421963,-0.18480777899296896,-0.1909730131595741,-0.18376873589787146,-0.1873201887320184
headache,-0.5243766185412024,-0.08200089477718935,-0.008212879340966636,0.40513832163522046,-0.38787507258301535,-0.1907757818928718,-0.20301653727715524,-0.2656696235068033,-0.2650146996133913,-0.2606221958921399,-0.2636229718447856,-0.2617269739127288,-0.2659448965260343,-0.2592625462658386,-0.2631814691530117
fatigue,-0.48234835534698517,0.2703732260096436,0.29797589702372673,0.39148582513006236,-0.25363755389321163,0.07695271837743722,-0.039776431001820794,-0.10387580842923935,-0.09428271564200652,-0.0859692731311903,-0.09304557025100324,-0.08736869375786188,-0.09458782200937577,-0.07958577249857024,-0.09139736470590604
vomit,-0.13616451218531378,0.09751558302506252,0.17619160358221567,0.4410095732903,-0.7277085196819546,-0.3482729792697175,-0.6365780679567498,-0.5796273989847001,-0.536531330825151,-0.5419658771178979,-0.5491358152315846,-0.5408158053049725,-0.5558122430049213,-0.5297202071986966,-0.5480559675167127
nausea,-0.11310866339276561,-0.24343164898653868,-0.14510354760279665,0.4574289989163816,-0.16162010783456168,-0.13434056455399745,-0.017282921132692832,-0.08678341285949592,-0.10556210384028708,-0.10315205187112798,-0.09925167269462443,-0.10287522103213353,-0.09838081199179688,-0.10804121026131241,-0.10041254673657864
diarrhea,-0.48549802451105517,0.03500144310360287,0.10055933932652182,0.47431665974854476,-2.161531670882156,-1.3384512708587986,-2.167195194662185,-2.0915717064621604,-2.0207526385749155,-1.9988937776031217,-2.0329210321312456,-2.015810629615953,-2.0386429910076806,-1.953524461460256,-2.020772500486872
chills,-0.0747770531712832,0.1620190279048395,0.21964974310679306,0.512432996349893,0.5805584640006299,0.49032252739885585,0.7134476430411804,0.6190487247789207,0.5795368602821266,0.5860772024007463,0.5930943144752443,0.5935689468311203,0.5960789782567807,0.5762033596777705,0.5915470066573243
sneeze,-0.07892806975657263,0.11333853393731921,0.15420624778630382,0.5101979108210649,-0.35334939999860543,-0.16189832119613842,-0.32372509380128117,-0.32414499282634407,-0.31395303243680306,-0.3084647250893127,-0.31483715804054957,-0.3103828964682968,-0.3152776032905316,-0.2985224233375615,-0.3120608442673157
shortness of breath,-0.08332169971161399,-0.14626621799325612,-0.10086021385144874,0.5287462001190146,-0.027687668634609693,-0.06962433462212325,0.1197363609267981,0.016931970554865783,-0.02698338850873272,-0.018248411286643444,-0.011682281682745814,-0.010850635092933908,-0.011099477532404478,-0.025882516540294567,-0.012986742309332555
phlegm,-0.08797319395697314,0.05848691427942247,0.09181920892870173,0.6786216915171825,1.1193563448779733,0.7898058469924878,1.3342994775459416,1.1856477029667871,1.121865541860643,1.1126220066349997,1.1502257912081097,1.1304142191101971,1.1351940707160089,1.097649804004049,1.1323470039788257
blockednose,-0.09290005251925353,0.13542733055856182,0.15308330766842473,0.47639571104209416,0.02477390556565854,0.06441103534141668,0.07289075767686937,0.051938065629218585,0.048088181333438194,0.05008070505514406,0.04996938232714618,0.05053933473573771,0.04864302390858999,0.049873775512045304,0.04982481402052996
earache,-0.09812007276008498,0.06520919166631015,0.08921826810537878,0.5388225389027821,-0.017094217602998476,0.03347043153474241,0.06376235981463409,0.028126403480341435,0.020520959648042625,0.022985358709182422,0.02397674217935283,0.024085648815825367,0.02210064582671691,0.022190290495053742,0.02332049950120845
leg pain,-0.10365278708868056,-0.12642688869428487,-0.11772476064361631,0.558227652599173,-0.10577393315886881,-0.10688795907945958,0.020953588630978934,-0.08237897436005223,-0.10233081808434208,-0.10844568872579922,-0.1011254978376161,-0.09655280187458004,-0.10542140585087145,-0.11205800478527864,-0.10201792085332279
runnynose,-0.10951928948202672,0.27437166732844576,0.2917456271720394,0.677442791432689,1.7166844470800888,1.2891803535668114,1.8345850133058774,1.7206416748655224,1.701519122150028,1.6954167519008818,1.704118773871741,1.698634353393462,1.7051484582450496,1.6872016742508813,1.7017284937941142
